Accuracy,Precision,Recall,F1 Score,AUC,objective,metric,boosting_type,learning_rate,num_leaves,max_depth,min_data_in_leaf,is_unbalance,max_bin,verbose,random_state,num_boost_round,inner_threshold,threshold
0.778269964316476,0.13275613275613277,0.23469387755102042,0.16958525345622122,0.535500282095679,binary,binary_logloss,gbdt,0.001,64,-1,10,True,31,-1,1,5000,0.5,1
0.7819613633567122,0.12745098039215685,0.21556122448979592,0.16018957345971563,0.5289980982860256,binary,binary_logloss,gbdt,0.001,64,-1,10,True,63,-1,1,5000,0.5,1
0.7904515811492556,0.12853678253839934,0.20280612244897958,0.1573478476001979,0.5279998200424116,binary,binary_logloss,gbdt,0.001,64,-1,10,True,127,-1,1,5000,0.5,1
0.7952503999015627,0.1351575456053068,0.20790816326530612,0.1638190954773869,0.5329340625668761,binary,binary_logloss,gbdt,0.001,64,-1,10,True,255,-1,1,5000,0.5,1
0.7970960994216808,0.13378492802709568,0.20153061224489796,0.1608142493638677,0.531107128265987,binary,binary_logloss,gbdt,0.001,64,-1,10,True,511,-1,1,5000,0.5,1
0.7942660268241664,0.12751677852348994,0.19387755102040816,0.15384615384615383,0.5261230326258243,binary,binary_logloss,gbdt,0.001,64,-1,10,True,1024,-1,1,5000,0.5,1
0.8500061523317337,0.1596244131455399,0.13010204081632654,0.14335910049191847,0.5284855839380558,binary,binary_logloss,gbdt,0.001,128,-1,5,True,31,-1,1,5000,0.5,1
0.8560354374307863,0.18151815181518152,0.14030612244897958,0.15827338129496402,0.536379399233478,binary,binary_logloss,gbdt,0.001,128,-1,5,True,63,-1,1,5000,0.5,1
0.8599729297403716,0.1781818181818182,0.125,0.14692653673163417,0.5317223886694812,binary,binary_logloss,gbdt,0.001,128,-1,5,True,127,-1,1,5000,0.5,1
0.8597268364710225,0.17158671586715868,0.11862244897959184,0.14027149321266968,0.5287378893406743,binary,binary_logloss,gbdt,0.001,128,-1,5,True,255,-1,1,5000,0.5,1
0.8597268364710225,0.1691449814126394,0.11607142857142858,0.13767019667170954,0.5275985632575242,binary,binary_logloss,gbdt,0.001,128,-1,5,True,511,-1,1,5000,0.5,1
0.8581272302202535,0.1589648798521257,0.1096938775510204,0.129811320754717,0.5238650512635941,binary,binary_logloss,gbdt,0.001,128,-1,5,True,1024,-1,1,5000,0.5,1
0.8530823181985973,0.1746031746031746,0.14030612244897958,0.15558698727015555,0.5347451897823,binary,binary_logloss,gbdt,0.001,128,-1,10,True,31,-1,1,5000,0.5,1
0.8551741109880645,0.18152350081037277,0.14285714285714285,0.15988579586009993,0.5370420808933678,binary,binary_logloss,gbdt,0.001,128,-1,10,True,63,-1,1,5000,0.5,1
0.8607112095484188,0.18363636363636363,0.1288265306122449,0.15142428785607195,0.5338399301570008,binary,binary_logloss,gbdt,0.001,128,-1,10,True,127,-1,1,5000,0.5,1
0.8589885566629752,0.16605166051660517,0.11479591836734694,0.13574660633484165,0.5266203478531547,binary,binary_logloss,gbdt,0.001,128,-1,10,True,255,-1,1,5000,0.5,1
0.8607112095484188,0.16920152091254753,0.11352040816326531,0.13587786259541984,0.5270039736581,binary,binary_logloss,gbdt,0.001,128,-1,10,True,511,-1,1,5000,0.5,1
0.8603420696443952,0.17439703153988867,0.11989795918367346,0.1421012849584278,0.5296480126845782,binary,binary_logloss,gbdt,0.001,128,-1,10,True,1024,-1,1,5000,0.5,1
0.884828349944629,0.21641791044776118,0.07397959183673469,0.11026615969581748,0.5226904632205599,binary,binary_logloss,gbdt,0.001,256,-1,5,True,31,-1,1,5000,0.5,1
0.8865510028300726,0.21487603305785125,0.0663265306122449,0.101364522417154,0.52022577381763,binary,binary_logloss,gbdt,0.001,256,-1,5,True,63,-1,1,5000,0.5,1
0.8870431893687708,0.20089285714285715,0.05739795918367347,0.08928571428571429,0.5165105007684676,binary,binary_logloss,gbdt,0.001,256,-1,5,True,127,-1,1,5000,0.5,1
0.8896271686969361,0.23963133640552994,0.0663265306122449,0.1038961038961039,0.5219280753292738,binary,binary_logloss,gbdt,0.001,256,-1,5,True,255,-1,1,5000,0.5,1
0.8881506090808416,0.2119815668202765,0.058673469387755105,0.0919080919080919,0.5176929923542344,binary,binary_logloss,gbdt,0.001,256,-1,5,True,511,-1,1,5000,0.5,1
0.886181862926049,0.19742489270386265,0.058673469387755105,0.09046214355948871,0.5166035193867824,binary,binary_logloss,gbdt,0.001,256,-1,5,True,1024,-1,1,5000,0.5,1
0.8837209302325582,0.21554770318021202,0.0778061224489796,0.11433926897844424,0.5237866238010934,binary,binary_logloss,gbdt,0.001,256,-1,10,True,31,-1,1,5000,0.5,1
0.8869201427340963,0.233201581027668,0.07525510204081633,0.11378977820636452,0.5244176912900527,binary,binary_logloss,gbdt,0.001,256,-1,10,True,63,-1,1,5000,0.5,1
0.8866740494647471,0.22040816326530613,0.06887755102040816,0.10495626822157435,0.5214331919612458,binary,binary_logloss,gbdt,0.001,256,-1,10,True,127,-1,1,5000,0.5,1
0.8881506090808416,0.21973094170403587,0.0625,0.09731876861966238,0.5194019814789596,binary,binary_logloss,gbdt,0.001,256,-1,10,True,255,-1,1,5000,0.5,1
0.8891349821582379,0.23529411764705882,0.0663265306122449,0.10348258706467663,0.5216557070874107,binary,binary_logloss,gbdt,0.001,256,-1,10,True,511,-1,1,5000,0.5,1
0.887781469176818,0.20909090909090908,0.058673469387755105,0.09163346613545817,0.5174887161728371,binary,binary_logloss,gbdt,0.001,256,-1,10,True,1024,-1,1,5000,0.5,1
0.8965177802387104,0.24324324324324326,0.03443877551020408,0.060335195530726256,0.511499654675979,binary,binary_logloss,gbdt,0.001,512,-1,5,True,31,-1,1,5000,0.5,1
0.8945490340839178,0.17117117117117117,0.02423469387755102,0.042458100558659215,0.5058528773759265,binary,binary_logloss,gbdt,0.001,512,-1,5,True,63,-1,1,5000,0.5,1
0.8940568475452196,0.14678899082568808,0.02040816326530612,0.035834266517357216,0.5038715200093383,binary,binary_logloss,gbdt,0.001,512,-1,5,True,127,-1,1,5000,0.5,1
0.8959025470653378,0.20192307692307693,0.026785714285714284,0.0472972972972973,0.5077412161241999,binary,binary_logloss,gbdt,0.001,512,-1,5,True,255,-1,1,5000,0.5,1
0.8955334071613141,0.21238938053097345,0.030612244897959183,0.05351170568561873,0.5092459290675279,binary,binary_logloss,gbdt,0.001,512,-1,5,True,511,-1,1,5000,0.5,1
0.8947951273532669,0.16822429906542055,0.02295918367346939,0.04040404040404041,0.505419398455283,binary,binary_logloss,gbdt,0.001,512,-1,5,True,1024,-1,1,5000,0.5,1
0.8941798941798942,0.22857142857142856,0.04081632653061224,0.06926406926406925,0.5130542207350052,binary,binary_logloss,gbdt,0.001,512,-1,10,True,31,-1,1,5000,0.5,1
0.8947951273532669,0.21138211382113822,0.03316326530612245,0.05733186328555678,0.5099767027878834,binary,binary_logloss,gbdt,0.001,512,-1,10,True,63,-1,1,5000,0.5,1
0.8946720807185924,0.16666666666666666,0.02295918367346939,0.04035874439461883,0.5053513063948173,binary,binary_logloss,gbdt,0.001,512,-1,10,True,127,-1,1,5000,0.5,1
0.8941798941798942,0.1724137931034483,0.025510204081632654,0.044444444444444446,0.5062182642361044,binary,binary_logloss,gbdt,0.001,512,-1,10,True,255,-1,1,5000,0.5,1
0.8945490340839178,0.17117117117117117,0.02423469387755102,0.042458100558659215,0.5058528773759265,binary,binary_logloss,gbdt,0.001,512,-1,10,True,511,-1,1,5000,0.5,1
0.8945490340839178,0.17117117117117117,0.02423469387755102,0.042458100558659215,0.5058528773759265,binary,binary_logloss,gbdt,0.001,512,-1,10,True,1024,-1,1,5000,0.5,1
0.8992248062015504,0.2033898305084746,0.015306122448979591,0.028469750889679717,0.5044527343825996,binary,binary_logloss,gbdt,0.001,1024,-1,5,True,31,-1,1,5000,0.5,1
0.8994708994708994,0.18867924528301888,0.012755102040816327,0.02389486260454003,0.5034495924203809,binary,binary_logloss,gbdt,0.001,1024,-1,5,True,63,-1,1,5000,0.5,1
0.8978712932201305,0.08928571428571429,0.006377551020408163,0.011904761904761904,0.4997160804264509,binary,binary_logloss,gbdt,0.001,1024,-1,5,True,127,-1,1,5000,0.5,1
0.8981173864894795,0.10714285714285714,0.007653061224489796,0.014285714285714285,0.5004219275889574,binary,binary_logloss,gbdt,0.001,1024,-1,5,True,255,-1,1,5000,0.5,1
0.8992248062015504,0.1568627450980392,0.01020408163265306,0.019161676646706583,0.5021740822162992,binary,binary_logloss,gbdt,0.001,1024,-1,5,True,511,-1,1,5000,0.5,1
0.8986095730281777,0.12962962962962962,0.008928571428571428,0.016706443914081145,0.5012639588723954,binary,binary_logloss,gbdt,0.001,1024,-1,5,True,1024,-1,1,5000,0.5,1
0.8984865263935031,0.15254237288135594,0.011479591836734694,0.021352313167259787,0.5023351928950799,binary,binary_logloss,gbdt,0.001,1024,-1,10,True,31,-1,1,5000,0.5,1
0.8988556662975268,0.16071428571428573,0.011479591836734694,0.02142857142857143,0.5025394690764771,binary,binary_logloss,gbdt,0.001,1024,-1,10,True,63,-1,1,5000,0.5,1
0.8987326196628522,0.14545454545454545,0.01020408163265306,0.019070321811680568,0.5019017139744363,binary,binary_logloss,gbdt,0.001,1024,-1,10,True,127,-1,1,5000,0.5,1
0.8984865263935031,0.11320754716981132,0.007653061224489796,0.014336917562724014,0.5006262037703546,binary,binary_logloss,gbdt,0.001,1024,-1,10,True,255,-1,1,5000,0.5,1
0.8991017595668759,0.15384615384615385,0.01020408163265306,0.01913875598086124,0.5021059901558336,binary,binary_logloss,gbdt,0.001,1024,-1,10,True,511,-1,1,5000,0.5,1
